qb   215 	 0.005234381 %
qi   215 	 0.005234381 %
qr   215 	 0.005234381 %
vg   215 	 0.005234381 %
xz   215 	 0.005234381 %
zr   215 	 0.005234381 %
gv   216 	 0.005258727 %
fv   219 	 0.0053317645 %
qe   219 	 0.0053317645 %
vk   219 	 0.0053317645 %
xn   219 	 0.0053317645 %
hx   220 	 0.0053561106 %
vh   220 	 0.0053561106 %
jv   221 	 0.005380457 %
cq   223 	 0.0054291487 %
oq   223 	 0.0054291487 %
xg   223 	 0.0054291487 %
xl   223 	 0.0054291487 %
zn   226 	 0.0055021862 %
qp   227 	 0.0055265324 %
dx   229 	 0.0055752243 %
zh   230 	 0.0055995705 %
nq   231 	 0.005623916 %
vj   233 	 0.0056726085 %
xf   234 	 0.005696954 %
fw   241 	 0.005867376 %
jy   242 	 0.005891722 %
cx   243 	 0.005916068 %
yq   245 	 0.0059647597 %
fk   249 	 0.0060621435 %
vn   252 	 0.0061351815 %
xu   254 	 0.0061838734 %
zs   254 	 0.0061838734 %
mz   255 	 0.0062082196 %
vp   257 	 0.006256911 %
xb   257 	 0.006256911 %
vl   258 	 0.006281257 %
mv   260 	 0.006329949 %
xd   260 	 0.006329949 %
fn   261 	 0.006354295 %
rq   261 	 0.006354295 %
zw   261 	 0.006354295 %
vt   263 	 0.0064029866 %
vv   263 	 0.0064029866 %
rx   264 	 0.0064273328 %
yx   265 	 0.006451679 %
bv   268 	 0.0065247165 %
tx   268 	 0.0065247165 %
vd   269 	 0.0065490627 %
wq   271 	 0.0065977545 %
hv   274 	 0.006670792 %
xr   275 	 0.0066951383 %
fh   281 	 0.006841214 %
fp   288 	 0.0070116357 %
wf   291 	 0.007084674 %
xw   292 	 0.0071090194 %
fj   293 	 0.0071333656 %
lz   294 	 0.007157712 %
uu   294 	 0.007157712 %
bp   295 	 0.007182058 %
zl   295 	 0.007182058 %
pj   296 	 0.0072064037 %
vm   302 	 0.0073524797 %
mx   303 	 0.007376825 %
jf   307 	 0.007474209 %
sz   315 	 0.0076689767 %
bw   320 	 0.007790707 %
qq   321 	 0.007815052 %
wj   326 	 0.007936782 %
uw   328 	 0.007985475 %
vu   332 	 0.008082858 %
xm   334 	 0.00813155 %
bf   336 	 0.008180242 %
pf   340 	 0.008277626 %
wc   343 	 0.008350664 %
jw   349 	 0.00849674 %
jg   354 	 0.008618469 %
fb   355 	 0.008642815 %
bk   358 	 0.008715853 %
cw   358 	 0.008715853 %
wp   359 	 0.008740199 %
yv   361 	 0.008788891 %
jn   362 	 0.008813237 %
nx   362 	 0.008813237 %
pg   364 	 0.008861928 %
uo   365 	 0.008886275 %
kg   366 	 0.008910621 %
pn   368 	 0.008959312 %
jp   373 	 0.009081042 %
tv   376 	 0.00915408 %
eq   378 	 0.009202773 %
cf   379 	 0.009227118 %
fm   379 	 0.009227118 %
wg   380 	 0.009251464 %
gj   381 	 0.00927581 %
cg   384 	 0.009348848 %
bg   386 	 0.009397539 %
dz   394 	 0.009592308 %
fd   394 	 0.009592308 %
rz   394 	 0.009592308 %
vb   399 	 0.009714037 %
gk   400 	 0.009738383 %
cn   403 	 0.009811421 %
cv   403 	 0.009811421 %
xo   403 	 0.009811421 %
gc   404 	 0.009835767 %
ux   405 	 0.009860113 %
jt   407 	 0.009908805 %
vc   409 	 0.009957496 %
pw   411 	 0.010006188 %
xs   413 	 0.010054881 %
pb   416 	 0.010127919 %
wu   416 	 0.010127919 %
xp   424 	 0.010322686 %
fc   426 	 0.010371379 %
yz   431 	 0.010493108 %
hp   433 	 0.0105417995 %
vs   435 	 0.010590492 %
sv   438 	 0.010663529 %
vr   439 	 0.010687876 %
ww   440 	 0.010712221 %
hf   441 	 0.010736568 %
yy   441 	 0.010736568 %
bn   442 	 0.010760914 %
gp   445 	 0.010833951 %
fs   447 	 0.010882643 %
dv   449 	 0.010931335 %
bt   450 	 0.010955681 %
kf   450 	 0.010955681 %
pd   454 	 0.011053065 %
wk   454 	 0.011053065 %
zm   461 	 0.011223487 %
hg   463 	 0.011272178 %
jl   470 	 0.0114426 %
gw   475 	 0.01156433 %
hd   475 	 0.01156433 %
mf   475 	 0.01156433 %
kp   476 	 0.011588676 %
uh   476 	 0.011588676 %
gf   477 	 0.011613023 %
hh   477 	 0.011613023 %
lj   480 	 0.01168606 %
hj   482 	 0.011734752 %
zu   489 	 0.011905174 %
bj   496 	 0.012075596 %
cj   501 	 0.012197325 %
hc   503 	 0.012246017 %
wt   503 	 0.012246017 %
jh   513 	 0.012489476 %
mw   516 	 0.012562514 %
iq   519 	 0.012635551 %
sq   526 	 0.012805973 %
wd   528 	 0.0128546655 %
mg   529 	 0.012879012 %
uj   529 	 0.012879012 %
vy   530 	 0.012903358 %
hw   534 	 0.0130007425 %
sx   534 	 0.0130007425 %
mh   536 	 0.013049433 %
dk   544 	 0.013244201 %
tj   544 	 0.013244201 %
ln   545 	 0.013268547 %
jb   547 	 0.0133172395 %
wm   549 	 0.013365931 %
zx   549 	 0.013365931 %
lh   550 	 0.013390277 %
xe   551 	 0.013414623 %
bd   558 	 0.013585045 %
hk   560 	 0.0136337355 %
pk   562 	 0.013682428 %
kd   567 	 0.013804158 %
cp   568 	 0.013828505 %
lr   569 	 0.01385285 %
jd   571 	 0.013901542 %
kw   574 	 0.01397458 %
kc   580 	 0.014120656 %
tk   580 	 0.014120656 %
js   581 	 0.014145002 %
lw   588 	 0.014315424 %
cb   589 	 0.014339768 %
nv   606 	 0.01475365 %
kj   607 	 0.014777997 %
jc   610 	 0.014851035 %
pc   612 	 0.014899726 %
mk   617 	 0.015021456 %
wl   619 	 0.015070148 %
wy   619 	 0.015070148 %
dt   624 	 0.015191878 %
fy   625 	 0.015216223 %
fg   629 	 0.015313608 %
pm   637 	 0.015508375 %
sj   637 	 0.015508375 %
iw   638 	 0.015532722 %
mj   641 	 0.015605759 %
tz   647 	 0.015751835 %
uz   650 	 0.015824873 %
ml   657 	 0.015995296 %
nw   660 	 0.016068332 %
xc   663 	 0.01614137 %
xt   670 	 0.016311793 %
lg   674 	 0.016409175 %
jr   676 	 0.016457869 %
kt   678 	 0.016506558 %
yi   681 	 0.016579598 %
yf   685 	 0.016676981 %
bm   688 	 0.016750019 %
kb   689 	 0.016774366 %
oz   689 	 0.016774366 %
tg   690 	 0.01679871 %
yw   691 	 0.016823057 %
jj   696 	 0.016944787 %
rj   696 	 0.016944787 %
jk   699 	 0.017017825 %
tf   701 	 0.017066516 %
ii   702 	 0.017090863 %
yh   702 	 0.017090863 %
sf   705 	 0.0171639 %
tp   720 	 0.01752909 %
uy   722 	 0.017577782 %
gd   723 	 0.017602127 %
gt   725 	 0.01765082 %
aq   728 	 0.017723856 %
dp   731 	 0.017796895 %
wb   737 	 0.01794297 %
dj   750 	 0.018259468 %
yk   755 	 0.018381197 %
np   757 	 0.01842989 %
ih   760 	 0.018502928 %
yj   761 	 0.018527275 %
iy   766 	 0.018649004 %
bh   775 	 0.018868119 %
td   777 	 0.018916808 %
md   778 	 0.018941155 %
qa   792 	 0.019282 %
hb   798 	 0.019428074 %
jm   799 	 0.019452421 %
nz   800 	 0.019476766 %
xx   837 	 0.020377567 %
mt   841 	 0.02047495 %
xy   861 	 0.02096187 %
cm   863 	 0.02101056 %
rw   863 	 0.02101056 %
rh   876 	 0.021327058 %
yu   880 	 0.021424443 %
gb   883 	 0.02149748 %
oj   890 	 0.021667901 %
gm   896 	 0.02181398 %
zy   896 	 0.02181398 %
hs   907 	 0.022081783 %
sg   910 	 0.022154823 %
xa   910 	 0.022154823 %
ao   912 	 0.022203512 %
mn   912 	 0.022203512 %
ij   916 	 0.022300897 %
iu   920 	 0.022398282 %
gn   934 	 0.022739125 %
nh   935 	 0.02276347 %
cd   956 	 0.023274736 %
rv   983 	 0.023932077 %
nr   995 	 0.02422423 %
cs   999 	 0.024321612 %
km   1010 	 0.02458942 %
ft   1015 	 0.024711149 %
zo   1016 	 0.024735494 %
dn   1022 	 0.02488157 %
gy   1024 	 0.02493026 %
dw   1025 	 0.024954608 %
db   1032 	 0.025125029 %
hm   1035 	 0.025198067 %
kk   1042 	 0.025368487 %
uv   1044 	 0.02541718 %
kn   1055 	 0.025684986 %
sr   1056 	 0.025709331 %
nf   1063 	 0.025879756 %
eu   1067 	 0.025977137 %
hl   1101 	 0.026804898 %
dh   1138 	 0.0277057 %
sb   1143 	 0.02782743 %
mr   1152 	 0.028046543 %
ez   1160 	 0.028241312 %
cy   1176 	 0.028630847 %
kh   1186 	 0.028874306 %
nl   1199 	 0.029190805 %
pt   1203 	 0.02928819 %
yp   1204 	 0.029312534 %
ej   1207 	 0.02938557 %
tn   1208 	 0.029409919 %
yr   1209 	 0.029434264 %
bs   1231 	 0.029969873 %
dc   1237 	 0.03011595 %
yt   1247 	 0.03035941 %
dg   1253 	 0.030505486 %
lv   1253 	 0.030505486 %
yg   1254 	 0.03052983 %
lp   1258 	 0.030627215 %
wn   1277 	 0.031089788 %
ws   1286 	 0.031308904 %
xi   1296 	 0.031552363 %
nm   1306 	 0.031795822 %
ix   1309 	 0.03186886 %
lf   1314 	 0.03199059 %
uf   1331 	 0.03240447 %
lk   1345 	 0.032745313 %
zi   1348 	 0.03281835 %
mc   1374 	 0.033451345 %
nb   1390 	 0.03384088 %
df   1400 	 0.03408434 %
ox   1408 	 0.034279108 %
uk   1411 	 0.034352146 %
vo   1412 	 0.034376495 %
kr   1413 	 0.03440084 %
lb   1424 	 0.034668643 %
dm   1438 	 0.03500949 %
bc   1458 	 0.035496406 %
qw   1464 	 0.035642482 %
oi   1471 	 0.035812903 %
rf   1473 	 0.035861596 %
tb   1495 	 0.036397208 %
yc   1497 	 0.0364459 %
dl   1499 	 0.03649459 %
eh   1506 	 0.03666501 %
hy   1510 	 0.036762394 %
ku   1555 	 0.037857965 %
ax   1560 	 0.037979696 %
hn   1585 	 0.038588345 %
wh   1592 	 0.038758766 %
py   1607 	 0.039123952 %
ym   1672 	 0.04070644 %
zz   1672 	 0.04070644 %
kl   1683 	 0.04097425 %
lc   1692 	 0.041193362 %
gs   1704 	 0.041485514 %
tw   1710 	 0.04163159 %
ji   1745 	 0.042483695 %
sd   1781 	 0.04336015 %
rp   1814 	 0.044163566 %
ps   1827 	 0.044480067 %
nj   1841 	 0.04482091 %
af   1853 	 0.04511306 %
lm   1854 	 0.045137405 %
ze   1857 	 0.045210443 %
sn   1888 	 0.04596517 %
iz   1909 	 0.046476435 %
ht   1924 	 0.04684162 %
tc   1968 	 0.047912844 %
tm   1972 	 0.04801023 %
ib   2005 	 0.048813645 %
yd   2022 	 0.04922753 %
aj   2065 	 0.050274406 %
ek   2068 	 0.050347444 %
qu   2080 	 0.050639592 %
oa   2091 	 0.050907396 %
gl   2094 	 0.050980434 %
tl   2098 	 0.05107782 %
lt   2115 	 0.0514917 %
of   2119 	 0.051589083 %
ef   2123 	 0.05168647 %
ae   2125 	 0.051735163 %
ct   2131 	 0.05188124 %
rb   2147 	 0.05227077 %
sy   2160 	 0.05258727 %
sl   2168 	 0.052782036 %
ms   2181 	 0.053098537 %
ua   2189 	 0.053293303 %
cu   2218 	 0.053999335 %
hr   2221 	 0.054072373 %
cc   2225 	 0.054169755 %
oh   2238 	 0.054486252 %
wr   2265 	 0.05514359 %
ui   2365 	 0.05757819 %
oe   2366 	 0.057602532 %
aa   2391 	 0.05821119 %
yb   2421 	 0.058941565 %
ye   2445 	 0.059525866 %
yn   2492 	 0.06067013 %
za   2509 	 0.06108401 %
cl   2530 	 0.061595272 %
ks   2533 	 0.06166831 %
fu   2548 	 0.0620335 %
eo   2553 	 0.062155228 %
fl   2587 	 0.06298299 %
up   2605 	 0.06342122 %
rg   2622 	 0.0638351 %
rc   2635 	 0.0641516 %
aw   2652 	 0.06456548 %
ub   2665 	 0.06488198 %
ff   2729 	 0.06644012 %
du   2742 	 0.06675661 %
nu   2742 	 0.06675661 %
ls   2753 	 0.067024425 %
bb   2767 	 0.06736527 %
if   2772 	 0.067487 %
ip   2781 	 0.06770611 %
pu   2794 	 0.06802261 %
gg   2840 	 0.06914252 %
ug   2840 	 0.06914252 %
ud   2856 	 0.06953205 %
ei   2860 	 0.06962944 %
ex   2902 	 0.07065197 %
az   2922 	 0.07113889 %
gu   2925 	 0.07121193 %
iv   2966 	 0.07221011 %
sk   2991 	 0.07281876 %
oy   2993 	 0.07286745 %
yl   3003 	 0.07311091 %
ds   3004 	 0.07313526 %
mu   3040 	 0.07401171 %
ko   3059 	 0.07447429 %
rn   3094 	 0.0753264 %
pl   3111 	 0.07574028 %
ys   3116 	 0.075862005 %
dd   3122 	 0.07600808 %
yo   3124 	 0.07605677 %
ky   3139 	 0.07642196 %
ue   3140 	 0.07644631 %
gh   3153 	 0.07676281 %
rk   3172 	 0.07722538 %
ju   3176 	 0.07732276 %
eg   3225 	 0.078515716 %
fo   3253 	 0.0791974 %
by   3312 	 0.08063382 %
rm   3376 	 0.08219195 %
cr   3444 	 0.08384748 %
mb   3447 	 0.083920516 %
ph   3455 	 0.08411528 %
ep   3477 	 0.0846509 %
ld   3503 	 0.08528389 %
tu   3523 	 0.08577081 %
sm   3584 	 0.08725592 %
pp   3585 	 0.08728026 %
ts   3618 	 0.08808368 %
ci   3624 	 0.08822975 %
hu   3646 	 0.08876536 %
fe   3690 	 0.08983658 %
au   3754 	 0.09139472 %
sw   3767 	 0.09171122 %
ny   3779 	 0.092003375 %
mm   3784 	 0.09212511 %
mp   3793 	 0.09234422 %
dy   3807 	 0.09268506 %
va   3839 	 0.093464136 %
fr   3845 	 0.093610205 %
rr   3897 	 0.0948762 %
ew   3940 	 0.09592307 %
um   3981 	 0.09692126 %
pr   4000 	 0.097383834 %
ok   4013 	 0.09770033 %
ik   4054 	 0.09869852 %
fi   4068 	 0.09903936 %
sp   4108 	 0.1000132 %
gr   4114 	 0.10015927 %
ev   4155 	 0.10115745 %
sc   4182 	 0.10181479 %
fa   4318 	 0.105125844 %
uc   4449 	 0.10831517 %
ul   4455 	 0.108461246 %
my   4483 	 0.10914293 %
eb   4502 	 0.109605506 %
ec   4505 	 0.109678544 %
av   4560 	 0.11101758 %
ya   4643 	 0.11303829 %
wi   4670 	 0.11369563 %
dr   4681 	 0.113963425 %
je   4692 	 0.11423123 %
ry   4699 	 0.11440165 %
ob   4731 	 0.11518072 %
og   4741 	 0.115424186 %
ru   4809 	 0.11707971 %
io   4829 	 0.11756664 %
nc   4976 	 0.12114549 %
nk   5057 	 0.123117514 %
ut   5071 	 0.123458356 %
wo   5150 	 0.1253817 %
ap   5159 	 0.1256008 %
rl   5193 	 0.12642856 %
pi   5197 	 0.12652594 %
br   5306 	 0.12917966 %
op   5313 	 0.12935008 %
lu   5326 	 0.12966658 %
ah   5350 	 0.13025087 %
ty   5369 	 0.13071345 %
jo   5421 	 0.13197944 %
wa   5479 	 0.1333915 %
gi   5505 	 0.1340245 %
ns   5520 	 0.13438968 %
ag   5547 	 0.13504702 %
od   5583 	 0.13592348 %
id   5627 	 0.1369947 %
ak   5629 	 0.1370434 %
vi   5632 	 0.13711643 %
bu   5688 	 0.13847981 %
bl   5760 	 0.14023273 %
ow   5792 	 0.14101179 %
oc   5801 	 0.1412309 %
po   5851 	 0.1424482 %
bi   5856 	 0.14256993 %
ly   5894 	 0.14349507 %
ig   6092 	 0.14831558 %
rs   6143 	 0.14955722 %
im   6233 	 0.15174836 %
we   6442 	 0.15683666 %
ga   6479 	 0.15773746 %
su   6613 	 0.16099982 %
ur   6644 	 0.16175455 %
ou   6664 	 0.16224147 %
ot   6690 	 0.16287446 %
os   6850 	 0.16676982 %
ov   6897 	 0.16791408 %
tt   6916 	 0.16837665 %
go   6924 	 0.16857141 %
tr   7038 	 0.17134686 %
rt   7088 	 0.17256415 %
no   7266 	 0.17689772 %
rd   7315 	 0.17809068 %
ay   7449 	 0.18135305 %
em   7464 	 0.18171823 %
ai   7552 	 0.18386067 %
si   7566 	 0.18420152 %
ir   7615 	 0.18539447 %
ka   7632 	 0.18580836 %
so   7738 	 0.18838902 %
nn   7935 	 0.19318518 %
di   7943 	 0.19337995 %
ce   8022 	 0.19530328 %
bo   8337 	 0.20297226 %
ja   8362 	 0.2035809 %
ab   8373 	 0.2038487 %
un   8551 	 0.20818229 %
pe   8577 	 0.20881528 %
ki   8878 	 0.21614341 %
om   8989 	 0.21884581 %
do   9039 	 0.22006312 %
ge   9062 	 0.22062308 %
ed   9477 	 0.23072664 %
ho   9513 	 0.23160309 %
ey   9602 	 0.23376988 %
hi   9634 	 0.23454896 %
ia   9753 	 0.23744614 %
to   9756 	 0.23751917 %
us   9787 	 0.2382739 %
pa   9831 	 0.2393451 %
nt   10063 	 0.24499337 %
be   10353 	 0.2520537 %
et   10487 	 0.25531605 %
ad   10680 	 0.26001483 %
ol   10874 	 0.26473793 %
ba   10961 	 0.26685604 %
ck   10962 	 0.2668804 %
sa   11005 	 0.2679273 %
se   11010 	 0.268049 %
ti   11214 	 0.2730156 %
ke   11496 	 0.27988112 %
da   11529 	 0.28068456 %
ee   11543 	 0.2810254 %
mi   11661 	 0.28389823 %
mo   11789 	 0.2870145 %
ac   11826 	 0.2879153 %
th   11920 	 0.2902038 %
de   11980 	 0.29166457 %
ca   12123 	 0.29514605 %
ic   12186 	 0.29667982 %
co   12305 	 0.29957703 %
ni   12373 	 0.30123255 %
ng   12429 	 0.3025959 %
nd   12450 	 0.30310717 %
ta   12575 	 0.30615044 %
ss   12662 	 0.30826852 %
oo   12691 	 0.30897456 %
ea   12767 	 0.31082484 %
it   13103 	 0.31900507 %
ve   13136 	 0.3198085 %
ro   13195 	 0.32124493 %
na   13553 	 0.32996076 %
il   13774 	 0.33534122 %
he   13804 	 0.33607158 %
ie   13971 	 0.34013736 %
me   13994 	 0.34069732 %
sh   14099 	 0.34325367 %
is   14424 	 0.3511661 %
lo   15548 	 0.37853095 %
ll   16009 	 0.38975444 %
am   16216 	 0.39479408 %
ch   16287 	 0.3965226 %
li   16287 	 0.3965226 %
la   16575 	 0.40353423 %
at   16640 	 0.40511674 %
or   16796 	 0.40891474 %
st   17396 	 0.4235223 %
ne   17695 	 0.43080175 %
ha   18138 	 0.44158697 %
al   18302 	 0.44557974 %
el   18542 	 0.45142275 %
as   18676 	 0.4546851 %
ra   18778 	 0.45716843 %
en   19153 	 0.46629813 %
es   19256 	 0.46880576 %
te   19260 	 0.46890312 %
ri   19325 	 0.47048563 %
re   20374 	 0.49602455 %
le   21473 	 0.5227807 %
ma   24303 	 0.5916798 %
on   26781 	 0.6520091 %
ar   28120 	 0.68460834 %
in   29703 	 0.723148 %
an   40759 	 0.99231696 %
er   41747 	 1.0163707 %
